timestamp,vehicle_id,vehicle_type,x,y,speed,acceleration,lane,road,network_vehicle_count,neighbor_count,neighbor_distance,relative_speed,in_rsu_range,application_type,application_priority,channel_id,channel_name,channel_utilization,interference_dbm,sinr_db,throughput_mbps,latency_ms,packet_delivery_ratio,policy
232.0,23,car,6990.3,10972.44,16.37,0.28,-217568905#7_0,-217568905#7,75,0,775.95,2.95,0,infotainment,5,6,CH6_140GHz_6G_THz,0.173,-150.0,-60.0,0.058,693.64,0.0,ROUND_ROBIN
232.0,24,truck,3551.54,8063.37,13.52,-0.18,31281091#11_0,31281091#11,75,0,548.7,6.14,0,cooperative_awareness,3,1,CH1_5.86GHz_V2V,0.16,-129.4,-20.96,0.115,35.1,0.0003,ROUND_ROBIN
232.0,25,car,3425.15,9431.67,15.69,-0.94,133903616#15_0,133903616#15,75,2,183.71,0.89,0,safety,1,2,CH2_5.88GHz_EMERG,0.16,-118.47,2.57,14.901,0.55,0.5501,ROUND_ROBIN
232.0,26,car,4326.61,8498.66,0.0,-0.01,151676283#1_0,151676283#1,75,2,6.13,8.12,1,cooperative_awareness,3,3,CH3_5.90GHz_V2I,0.16,-123.74,-26.01,0.072,55.82,0.0,ROUND_ROBIN
232.0,27,car,2734.5,10249.86,9.23,2.11,:11493846393_7_1,:11493846393_7,75,1,85.52,7.14,0,cooperative_awareness,3,4,CH4_5.92GHz_AUTON,0.173,-122.43,32.19,213.855,0.47,1.0,ROUND_ROBIN
232.0,28,motorcycle,4135.62,7218.48,7.7,-4.38,794634832#0_0,794634832#0,75,0,396.18,7.67,0,cooperative_awareness,3,5,CH5_28GHz_mmWave,0.173,-134.17,-40.6,0.014,277.72,0.0,ROUND_ROBIN
232.0,29,car,6885.02,12894.44,16.63,0.04,1259587205#1_0,1259587205#1,75,1,225.87,5.48,0,cooperative_awareness,3,6,CH6_140GHz_6G_THz,0.173,-150.0,-49.02,0.058,69.77,0.0,ROUND_ROBIN
232.0,3,car,2658.38,8414.11,16.26,0.32,239438610#5_1,239438610#5,75,1,285.82,2.82,0,cooperative_awareness,3,1,CH1_5.86GHz_V2V,0.16,-121.66,-22.61,0.079,51.13,0.0002,ROUND_ROBIN
232.0,30,motorcycle,7141.16,12574.2,11.39,-2.71,323046075_0,323046075,75,3,101.98,2.5,0,safety,1,2,CH2_5.88GHz_EMERG,0.16,-96.81,25.22,83.82,0.41,0.9997,ROUND_ROBIN
232.0,31,motorcycle,2056.86,10848.77,15.16,-1.36,1251954788#11_0,1251954788#11,75,1,102.42,1.5,0,cooperative_awareness,3,3,CH3_5.90GHz_V2I,0.16,-85.24,22.16,147.383,0.41,0.9991,ROUND_ROBIN
232.0,32,car,6299.27,12422.9,7.17,-0.03,1497089835#0_0,1497089835#0,75,1,296.8,2.64,0,safety,1,4,CH4_5.92GHz_AUTON,0.173,-123.46,-3.07,11.56,0.66,0.1448,ROUND_ROBIN
232.0,33,truck,5192.51,12493.3,13.41,-0.09,1194673416#0_0,1194673416#0,75,0,513.97,2.18,0,cooperative_awareness,3,5,CH5_28GHz_mmWave,0.173,-125.18,-55.13,0.014,277.73,0.0,ROUND_ROBIN
232.0,34,car,2262.2,8925.02,13.6,2.29,1110164317_0,1110164317,75,1,213.8,2.52,0,cooperative_awareness,3,6,CH6_140GHz_6G_THz,0.173,-144.38,-37.13,0.112,36.24,0.0,ROUND_ROBIN
232.0,35,car,2338.83,9124.61,16.12,0.19,1110164317_0,1110164317,75,1,213.8,2.52,0,autonomous_driving,4,1,CH1_5.86GHz_V2V,0.16,-112.61,-10.67,1.186,10.5,0.0117,ROUND_ROBIN
232.0,37,car,2420.66,10558.93,9.64,-4.43,1251954786#5_0,1251954786#5,75,2,28.83,3.16,0,cooperative_awareness,3,2,CH2_5.88GHz_EMERG,0.16,-133.01,44.77,148.721,0.41,1.0,ROUND_ROBIN
232.0,38,motorcycle,6882.46,12399.04,15.97,0.26,431532857#1_0,431532857#1,75,2,281.32,2.08,0,cooperative_awareness,3,3,CH3_5.90GHz_V2I,0.16,-137.79,-10.53,2.449,2.02,0.0123,ROUND_ROBIN
232.0,39,car,4461.38,12843.24,12.16,1.74,1109947892#0_0,1109947892#0,75,4,21.92,2.91,0,safety,1,4,CH4_5.92GHz_AUTON,0.173,-128.64,40.78,270.918,0.46,1.0,ROUND_ROBIN
232.0,4,motorcycle,2841.95,9935.57,16.08,0.38,1159872651#0_0,1159872651#0,75,1,247.15,0.29,0,cooperative_awareness,3,5,CH5_28GHz_mmWave,0.173,-127.38,-27.56,0.253,16.26,0.0,ROUND_ROBIN
232.0,40,motorcycle,3591.89,9026.45,15.79,-0.13,1110178620#0_1,1110178620#0,75,3,9.66,0.28,0,cooperative_awareness,3,6,CH6_140GHz_6G_THz,0.173,-149.85,15.17,2033.536,0.45,0.9902,ROUND_ROBIN
232.0,41,car,2769.77,10171.95,16.37,0.62,1132710443#1_1,1132710443#1,75,2,85.52,7.14,0,cooperative_awareness,3,1,CH1_5.86GHz_V2V,0.16,-116.63,33.77,112.179,0.42,1.0,ROUND_ROBIN
232.0,42,car,3588.23,8957.17,15.48,-1.03,1110178624#6_0,1110178624#6,75,2,59.89,0.59,0,cooperative_awareness,3,2,CH2_5.88GHz_EMERG,0.16,-119.59,33.78,112.215,0.42,1.0,ROUND_ROBIN
232.0,43,car,2578.2,8742.76,15.92,-0.5,24231604#1_1,24231604#1,75,1,79.7,2.48,0,safety,1,3,CH3_5.90GHz_V2I,0.16,-126.08,30.33,201.504,0.4,1.0,ROUND_ROBIN
232.0,44,car,2402.22,11509.25,16.37,0.6,-52736010#2_0,-52736010#2,75,2,136.86,0.17,0,safety,1,4,CH4_5.92GHz_AUTON,0.173,-111.18,24.17,160.683,0.47,0.9996,ROUND_ROBIN
232.0,45,car,4460.61,12865.15,9.25,0.78,1109947892#0_0,1109947892#0,75,3,21.92,2.91,0,cooperative_awareness,3,5,CH5_28GHz_mmWave,0.173,-71.43,9.47,329.996,0.46,0.9318,ROUND_ROBIN
232.0,46,car,4681.12,12544.7,15.59,0.05,1194673416#11_1,1194673416#11,75,2,247.76,0.07,0,autonomous_driving,4,6,CH6_140GHz_6G_THz,0.173,-135.57,-56.55,0.058,208.41,0.0,ROUND_ROBIN
232.0,47,car,2227.14,10380.88,15.52,-1.09,332773260#8_0,332773260#8,75,2,254.77,2.72,0,autonomous_driving,4,1,CH1_5.86GHz_V2V,0.16,-125.88,-24.33,0.053,226.31,0.0,ROUND_ROBIN
232.0,48,car,7732.07,11200.19,13.42,0.35,-92426565#3_0,-92426565#3,75,0,775.95,2.95,0,cooperative_awareness,3,2,CH2_5.88GHz_EMERG,0.16,-136.84,-24.36,0.053,76.15,0.0001,ROUND_ROBIN
232.0,49,car,1977.55,10913.57,16.66,0.61,1251954788#12_0,1251954788#12,75,1,102.42,1.5,0,infotainment,5,3,CH3_5.90GHz_V2I,0.16,-90.37,22.16,147.413,0.66,0.9991,ROUND_ROBIN
232.0,5,car,2466.75,7755.81,13.74,-0.54,:cluster_10282796509_10855370147_3805003790_4105324822_0_0,:cluster_10282796509_10855370147_3805003790_4105324822_0,75,0,366.7,0.16,1,cooperative_awareness,3,4,CH4_5.92GHz_AUTON,0.173,-99.53,-13.44,1.279,3.58,0.0045,ROUND_ROBIN
232.0,50,car,6251.14,13323.09,15.55,-0.25,766297129_0,766297129,75,0,765.21,1.08,0,autonomous_driving,4,5,CH5_28GHz_mmWave,0.173,-133.91,-35.18,0.044,274.73,0.0,ROUND_ROBIN
232.0,51,car,4445.16,12068.85,16.18,-0.22,217565204#2_0,217565204#2,75,0,456.64,0.35,0,cooperative_awareness,3,6,CH6_140GHz_6G_THz,0.173,-134.57,-58.1,0.058,69.77,0.0,ROUND_ROBIN
232.0,52,car,2085.25,7234.72,16.21,-0.31,229976708#8_0,229976708#8,75,0,330.07,0.38,0,autonomous_driving,4,1,CH1_5.86GHz_V2V,0.16,-129.4,-12.14,0.856,14.4,0.007,ROUND_ROBIN
232.0,53,truck,7153.88,12473.02,13.89,0.14,173431799#7_1,173431799#7,75,3,101.98,2.5,0,infotainment,5,2,CH2_5.88GHz_EMERG,0.16,-91.0,26.41,87.763,0.84,0.9998,ROUND_ROBIN
232.0,54,car,2175.24,11624.5,12.6,1.38,462585138#1_0,462585138#1,75,4,127.77,2.8,0,autonomous_driving,4,3,CH3_5.90GHz_V2I,0.16,-114.9,28.89,191.947,0.45,0.9999,ROUND_ROBIN
232.0,55,car,4143.39,7614.58,0.03,-0.03,1509685699_0,1509685699,75,0,396.18,7.67,0,safety,1,4,CH4_5.92GHz_AUTON,0.173,-116.89,-16.6,0.625,4.3,0.0015,ROUND_ROBIN
232.0,56,car,2395.16,10572.39,12.8,2.52,1251954788#1_1,1251954788#1,75,2,28.83,3.16,0,autonomous_driving,4,5,CH5_28GHz_mmWave,0.173,-134.28,24.8,824.263,0.47,0.9997,ROUND_ROBIN
232.0,57,motorcycle,2091.64,8287.94,9.68,2.22,694563706_0,694563706,75,1,284.37,4.22,0,safety,1,6,CH6_140GHz_6G_THz,0.173,-132.15,-44.78,0.058,42.04,0.0,ROUND_ROBIN
232.0,58,car,6941.16,12675.66,11.15,0.27,-302944323#0_0,-302944323#0,75,4,224.26,0.24,0,cooperative_awareness,3,1,CH1_5.86GHz_V2V,0.16,-138.1,2.12,13.939,0.67,0.5102,ROUND_ROBIN
232.0,59,car,4433.45,12551.36,15.66,-0.51,-737232317#1_0,-737232317#1,75,3,247.76,0.07,0,cooperative_awareness,3,2,CH2_5.88GHz_EMERG,0.16,-132.59,5.53,21.925,0.57,0.7747,ROUND_ROBIN
232.0,6,bus,3678.03,8604.93,13.8,-0.01,:11494185467_2_0,:11494185467_2,75,1,51.7,6.42,0,infotainment,5,3,CH3_5.90GHz_V2I,0.16,-108.68,39.93,265.303,0.53,1.0,ROUND_ROBIN
232.0,60,emergency,2087.81,7650.42,16.39,0.83,491889865#3_1,491889865#3,75,0,316.36,0.2,1,emergency,2,4,CH4_5.92GHz_AUTON,0.173,-116.96,-15.35,0.83,4.31,0.0023,ROUND_ROBIN
232.0,61,car,4520.31,12794.48,7.49,2.6,:423744884_0_0,:423744884_0,75,5,76.49,4.67,0,safety,1,5,CH5_28GHz_mmWave,0.173,-70.95,-1.82,72.878,0.48,0.2078,ROUND_ROBIN
232.0,62,car,4112.16,12381.31,15.83,-0.48,:312426553_7_0,:312426553_7,75,0,363.52,0.17,0,cooperative_awareness,3,6,CH6_140GHz_6G_THz,0.173,-135.09,-55.38,0.058,69.77,0.0,ROUND_ROBIN
232.0,63,motorcycle,3531.69,6594.69,6.23,2.04,:cluster_306608060_6131903446_19_0,:cluster_306608060_6131903446_19,75,1,42.9,7.17,0,cooperative_awareness,3,1,CH1_5.86GHz_V2V,0.16,-124.65,42.84,142.302,0.41,1.0,ROUND_ROBIN
232.0,64,motorcycle,6136.32,12174.83,4.53,1.23,-122918724#12_0,-122918724#12,75,1,296.8,2.64,0,cooperative_awareness,3,2,CH2_5.88GHz_EMERG,0.16,-131.26,-10.2,1.315,3.43,0.0138,ROUND_ROBIN
232.0,65,motorcycle,1958.3,12202.26,10.09,2.48,1094018236_0,1094018236,75,0,509.3,5.77,0,safety,1,3,CH3_5.90GHz_V2I,0.16,-120.55,-29.39,0.033,72.63,0.0,ROUND_ROBIN
232.0,66,car,2019.49,11696.65,15.86,-0.57,:cluster_10053692230_308924543_13_0,:cluster_10053692230_308924543_13,75,2,43.89,0.46,0,safety,1,4,CH4_5.92GHz_AUTON,0.173,-119.91,31.29,207.905,0.46,1.0,ROUND_ROBIN
232.0,67,car,7988.25,13061.8,15.56,0.0,122912057#27_0,122912057#27,75,0,721.91,0.13,0,safety,1,5,CH5_28GHz_mmWave,0.173,-138.78,-40.1,0.014,166.82,0.0,ROUND_ROBIN
232.0,68,car,2059.1,11677.75,15.4,-0.15,-487959500#2_0,-487959500#2,75,3,43.89,0.46,0,cooperative_awareness,3,6,CH6_140GHz_6G_THz,0.173,-130.95,7.68,1111.128,0.45,0.8794,ROUND_ROBIN
232.0,69,car,7241.88,7451.79,7.43,-0.96,:3141425534_3_0,:3141425534_3,75,0,839.95,6.13,0,safety,1,1,CH1_5.86GHz_V2V,0.16,-130.63,-31.82,0.009,253.61,0.0,ROUND_ROBIN
232.0,7,car,3064.84,7720.68,16.17,0.72,1073384217#1_0,1073384217#1,75,0,508.83,0.3,0,safety,1,2,CH2_5.88GHz_EMERG,0.16,-130.81,-23.95,0.058,41.79,0.0,ROUND_ROBIN
232.0,70,car,3488.93,6591.22,13.4,0.64,:6132603450_7_0,:6132603450_7,75,1,42.9,7.17,0,autonomous_driving,4,3,CH3_5.90GHz_V2I,0.16,-132.23,38.01,252.535,0.43,1.0,ROUND_ROBIN
232.0,71,truck,4585.52,7408.44,13.75,0.78,233128998#4_0,233128998#4,75,0,487.82,13.72,0,cooperative_awareness,3,4,CH4_5.92GHz_AUTON,0.173,-110.18,-21.33,0.212,19.36,0.0003,ROUND_ROBIN
232.0,72,motorcycle,1839.22,7454.75,16.59,0.14,229976708#2_0,229976708#2,75,0,316.36,0.2,0,cooperative_awareness,3,5,CH5_28GHz_mmWave,0.173,-114.44,-38.96,0.018,218.7,0.0,ROUND_ROBIN
232.0,73,car,8217.32,6974.07,13.78,1.05,:3872533486_7_0,:3872533486_7,75,0,1086.14,6.35,0,autonomous_driving,4,6,CH6_140GHz_6G_THz,0.173,-150.0,-60.0,0.058,208.41,0.0,ROUND_ROBIN
232.0,74,car,4526.28,12892.67,13.28,2.26,36327870#5_0,36327870#5,75,3,71.2,4.03,0,cooperative_awareness,3,1,CH1_5.86GHz_V2V,0.16,-136.24,35.21,116.976,0.42,1.0,ROUND_ROBIN
232.0,75,car,3985.41,8851.84,10.01,2.47,27790799#1_0,27790799#1,75,0,394.27,3.79,1,cooperative_awareness,3,2,CH2_5.88GHz_EMERG,0.16,-121.65,-22.64,0.078,51.46,0.0002,ROUND_ROBIN
232.0,76,bus,3070.01,11028.18,3.42,-0.13,1228807286#10_0,1228807286#10,75,0,801.16,6.22,0,cooperative_awareness,3,3,CH3_5.90GHz_V2I,0.16,-122.72,-38.94,0.004,1086.76,0.0,ROUND_ROBIN
232.0,77,car,3210.09,9343.2,13.31,0.0,-27785830#5_0,-27785830#5,75,1,232.55,2.38,0,infotainment,5,4,CH4_5.92GHz_AUTON,0.173,-122.08,-15.44,0.813,49.67,0.0022,ROUND_ROBIN
232.0,8,car,3536.64,9285.66,16.58,0.54,370390351#0_0,370390351#0,75,3,183.71,0.89,0,autonomous_driving,4,5,CH5_28GHz_mmWave,0.173,-125.64,-18.89,1.85,6.94,0.0007,ROUND_ROBIN
232.0,9,car,4273.61,10890.06,16.22,0.82,217565204#12_0,217565204#12,75,1,74.77,0.08,0,autonomous_driving,4,6,CH6_140GHz_6G_THz,0.173,-148.53,-0.16,389.43,0.48,0.3195,ROUND_ROBIN
233.0,0,car,3508.19,7454.02,16.0,0.13,377124828#2_0,377124828#2,75,0,502.4,0.34,0,autonomous_driving,4,1,CH1_5.86GHz_V2V,0.173,-121.02,-19.66,0.155,77.71,0.0005,ROUND_ROBIN
233.0,1,car,4260.94,8525.73,14.58,1.66,839092205_0,839092205,75,2,71.03,14.58,1,cooperative_awareness,3,2,CH2_5.88GHz_EMERG,0.173,-120.51,37.52,124.641,0.48,1.0,ROUND_ROBIN
233.0,10,car,7302.64,8282.79,13.17,-0.39,380929050_1,380929050,75,0,826.1,5.62,0,infotainment,5,3,CH3_5.90GHz_V2I,0.173,-129.09,-35.8,0.008,5273.3,0.0,ROUND_ROBIN
233.0,11,car,2542.91,8686.67,13.77,0.33,-688433395#0_0,-688433395#0,75,2,65.56,2.18,0,safety,1,4,CH4_5.92GHz_AUTON,0.16,-104.27,31.97,212.432,0.4,1.0,ROUND_ROBIN
233.0,13,car,4369.13,11198.43,16.3,-0.03,1150911345_0,1150911345,75,0,338.18,0.52,0,cooperative_awareness,3,5,CH5_28GHz_mmWave,0.16,-135.74,-32.46,0.082,49.21,0.0,ROUND_ROBIN
233.0,14,car,4227.56,10812.15,15.74,-0.56,217565204#12_0,217565204#12,75,1,74.74,0.04,0,safety,1,6,CH6_140GHz_6G_THz,0.16,-149.97,3.09,640.859,0.39,0.594,ROUND_ROBIN
233.0,15,car,6075.54,8463.63,16.14,-0.1,377105485_0,377105485,75,0,1240.35,2.97,0,autonomous_driving,4,1,CH1_5.86GHz_V2V,0.173,-135.03,-33.77,0.006,1983.58,0.0,ROUND_ROBIN
233.0,16,car,3625.23,8615.75,8.87,1.5,:4533883479_5_0,:4533883479_5,75,1,41.45,4.7,0,safety,1,2,CH2_5.88GHz_EMERG,0.173,-118.9,41.62,138.27,0.47,1.0,ROUND_ROBIN
233.0,17,car,2271.04,11535.0,16.39,-0.14,462585135_0,462585135,75,4,116.51,1.2,0,safety,1,3,CH3_5.90GHz_V2I,0.173,-107.18,24.41,162.301,0.47,0.9996,ROUND_ROBIN
233.0,18,motorcycle,3726.18,10142.08,14.96,-1.44,1150911345_0,1150911345,75,0,777.22,0.55,0,cooperative_awareness,3,4,CH4_5.92GHz_AUTON,0.16,-125.64,-26.95,0.058,69.15,0.0,ROUND_ROBIN
233.0,19,car,4326.29,8495.36,4.38,-3.74,151676283#1_1,151676283#1,75,2,3.32,4.38,1,infotainment,5,5,CH5_28GHz_mmWave,0.16,-123.33,-34.6,0.05,800.02,0.0,ROUND_ROBIN
233.0,20,motorcycle,3591.41,9001.58,15.55,-0.52,1110178620#0_0,1110178620#0,75,2,9.75,0.09,0,safety,1,6,CH6_140GHz_6G_THz,0.16,-133.45,15.36,2057.45,0.39,0.9908,ROUND_ROBIN
233.0,21,motorcycle,7414.8,12603.67,15.51,-0.17,-101288980#1_0,-101288980#1,75,2,282.07,8.62,0,cooperative_awareness,3,1,CH1_5.86GHz_V2V,0.173,-125.83,-12.02,0.879,5.0,0.0073,ROUND_ROBIN
233.0,22,car,2246.38,8066.51,14.27,0.38,464465165#0_0,464465165#0,75,1,268.12,7.11,1,autonomous_driving,4,2,CH2_5.88GHz_EMERG,0.173,-125.57,-4.41,4.458,3.14,0.0959,ROUND_ROBIN
233.0,23,car,6978.04,10963.59,15.55,-0.81,-217568905#7_0,-217568905#7,75,0,776.75,1.53,0,safety,1,3,CH3_5.90GHz_V2I,0.173,-129.32,-26.67,0.062,39.11,0.0,ROUND_ROBIN
233.0,24,truck,3548.8,8049.86,13.78,0.26,31281091#11_0,31281091#11,75,0,565.19,0.21,0,cooperative_awareness,3,4,CH4_5.92GHz_AUTON,0.16,-122.33,-23.25,0.136,29.78,0.0001,ROUND_ROBIN
233.0,25,car,3436.31,9420.94,15.51,-0.18,133903616#15_0,133903616#15,75,2,152.94,0.28,0,autonomous_driving,4,5,CH5_28GHz_mmWave,0.16,-120.01,-29.17,0.174,69.18,0.0,ROUND_ROBIN
233.0,26,car,4326.61,8498.66,0.0,-0.0,151676283#1_0,151676283#1,75,2,3.32,4.38,1,cooperative_awareness,3,6,CH6_140GHz_6G_THz,0.16,-140.98,-46.89,0.058,69.7,0.0,ROUND_ROBIN
233.0,27,car,2738.74,10239.52,11.21,1.97,1132710443#0_1,1132710443#0,75,1,90.27,4.71,0,cooperative_awareness,3,1,CH1_5.86GHz_V2V,0.173,-124.77,32.34,107.453,0.49,1.0,ROUND_ROBIN
233.0,28,motorcycle,4130.05,7220.45,6.09,-1.61,:cluster_6633301856_7432359269_7432359283_7432359284_5_0,:cluster_6633301856_7432359269_7432359283_7432359284_5,75,0,394.36,6.08,0,cooperative_awareness,3,2,CH2_5.88GHz_EMERG,0.173,-130.1,-12.41,0.806,5.42,0.0064,ROUND_ROBIN
233.0,29,car,6875.63,12908.11,16.58,-0.04,1259587205#1_0,1259587205#1,75,1,245.31,5.33,0,safety,1,3,CH3_5.90GHz_V2I,0.173,-133.42,-13.27,1.328,2.26,0.0048,ROUND_ROBIN
233.0,3,car,2673.42,8417.71,15.42,-0.83,239438610#5_1,239438610#5,75,1,298.95,1.65,0,autonomous_driving,4,4,CH4_5.92GHz_AUTON,0.16,-100.6,-19.4,0.329,36.81,0.0006,ROUND_ROBIN
233.0,30,motorcycle,7134.28,12574.13,6.89,-4.5,323046075_0,323046075,75,3,116.2,6.52,0,cooperative_awareness,3,5,CH5_28GHz_mmWave,0.16,-100.45,12.86,434.444,0.39,0.9781,ROUND_ROBIN
233.0,31,motorcycle,2043.31,10858.45,16.66,1.5,:cluster_10873245758_3740957823_0_0,:cluster_10873245758_3740957823_0,75,1,96.93,1.28,0,safety,1,6,CH6_140GHz_6G_THz,0.16,-81.01,-14.27,21.194,0.5,0.0034,ROUND_ROBIN
233.0,32,car,6292.16,12423.27,7.12,-0.05,1497089835#0_0,1497089835#0,75,1,287.77,0.86,0,cooperative_awareness,3,1,CH1_5.86GHz_V2V,0.173,-131.63,-10.87,1.136,3.97,0.011,ROUND_ROBIN
233.0,33,truck,5178.8,12494.89,13.8,0.39,1194673416#0_0,1194673416#0,75,0,515.98,2.02,0,infotainment,5,2,CH2_5.88GHz_EMERG,0.173,-126.2,-19.35,0.167,240.52,0.0006,ROUND_ROBIN
233.0,34,car,2267.67,8939.19,15.19,1.59,1110164317_0,1110164317,75,1,214.16,0.36,0,safety,1,3,CH3_5.90GHz_V2I,0.173,-126.5,-10.92,2.247,1.52,0.0108,ROUND_ROBIN
233.0,35,car,2344.35,9139.15,15.55,-0.57,1110164317_0,1110164317,75,1,214.16,0.36,0,safety,1,4,CH4_5.92GHz_AUTON,0.16,-121.65,-21.99,0.182,13.57,0.0002,ROUND_ROBIN
233.0,37,car,2424.47,10555.48,5.14,-4.5,1251954786#5_0,1251954786#5,75,2,49.01,10.24,0,safety,1,5,CH5_28GHz_mmWave,0.16,-133.67,20.83,693.289,0.39,0.9986,ROUND_ROBIN
233.0,38,motorcycle,6867.64,12402.14,15.15,-0.82,431532857#1_0,431532857#1,75,2,285.84,3.9,0,safety,1,6,CH6_140GHz_6G_THz,0.16,-150.0,-43.09,0.058,41.98,0.0,ROUND_ROBIN
233.0,39,car,4465.07,12829.21,14.16,2.0,1109947892#0_1,1109947892#0,75,4,25.03,2.92,0,safety,1,1,CH1_5.86GHz_V2V,0.173,-133.7,43.25,143.666,0.47,1.0,ROUND_ROBIN
233.0,4,motorcycle,2854.52,9946.02,16.35,0.27,1159872651#0_0,1159872651#0,75,1,225.4,0.43,0,safety,1,2,CH2_5.88GHz_EMERG,0.173,-124.09,-6.46,2.939,1.27,0.0492,ROUND_ROBIN
233.0,40,motorcycle,3593.58,9011.09,15.46,-0.33,1110178620#0_1,1110178620#0,75,3,9.75,0.09,0,safety,1,3,CH3_5.90GHz_V2I,0.173,-128.28,51.61,342.901,0.46,1.0,ROUND_ROBIN
233.0,41,car,2776.05,10157.32,15.92,-0.46,1132710443#1_1,1132710443#1,75,2,90.27,4.71,0,safety,1,4,CH4_5.92GHz_AUTON,0.16,-123.85,39.42,261.917,0.39,1.0,ROUND_ROBIN
233.0,42,car,3586.67,8973.09,16.0,0.51,1110178624#6_0,1110178624#6,75,2,28.88,0.45,0,cooperative_awareness,3,5,CH5_28GHz_mmWave,0.16,-119.86,26.06,866.12,0.39,0.9998,ROUND_ROBIN
233.0,43,car,2563.49,8748.92,15.95,0.03,:3240631515_0_1,:3240631515_0,75,1,65.56,2.18,0,cooperative_awareness,3,6,CH6_140GHz_6G_THz,0.16,-139.52,-0.38,375.467,0.39,0.3032,ROUND_ROBIN
233.0,44,car,2388.0,11516.13,15.8,-0.57,:459801154_4_0,:459801154_4,75,2,118.47,0.59,0,autonomous_driving,4,1,CH1_5.86GHz_V2V,0.173,-116.27,27.41,91.075,0.58,0.9999,ROUND_ROBIN
233.0,45,car,4461.0,12853.91,11.24,1.99,1109947892#0_0,1109947892#0,75,3,25.03,2.92,0,safety,1,2,CH2_5.88GHz_EMERG,0.173,-69.9,13.04,44.026,0.51,0.9795,ROUND_ROBIN
233.0,46,car,4665.39,12546.32,15.82,0.23,1194673416#11_1,1194673416#11,75,2,217.09,0.02,0,cooperative_awareness,3,3,CH3_5.90GHz_V2I,0.173,-108.28,-7.88,4.354,1.37,0.0305,ROUND_ROBIN
233.0,47,car,2215.04,10370.46,15.98,0.46,332773260#8_0,332773260#8,75,2,270.88,0.6,0,cooperative_awareness,3,4,CH4_5.92GHz_AUTON,0.16,-123.59,-13.6,1.233,3.63,0.0042,ROUND_ROBIN
233.0,48,car,7718.06,11199.61,14.02,0.59,-92426565#3_0,-92426565#3,75,0,776.75,1.53,0,safety,1,5,CH5_28GHz_mmWave,0.16,-137.64,-46.06,0.014,166.75,0.0,ROUND_ROBIN
233.0,49,car,1976.32,10928.51,15.38,-1.27,:cluster_3740962130_61746218_4_0,:cluster_3740962130_61746218_4,75,1,96.93,1.28,0,autonomous_driving,4,6,CH6_140GHz_6G_THz,0.16,-85.38,-3.01,234.079,0.44,0.1477,ROUND_ROBIN
233.0,5,car,2457.95,7752.94,9.24,-4.49,1167293938_0,1167293938,75,0,368.16,6.83,1,safety,1,1,CH1_5.86GHz_V2V,0.173,-119.02,-7.08,2.58,1.38,0.04,ROUND_ROBIN
233.0,50,car,6235.68,13324.86,15.57,0.02,766297129_0,766297129,75,0,763.69,1.01,0,infotainment,5,2,CH2_5.88GHz_EMERG,0.173,-132.02,-33.9,0.006,6815.33,0.0,ROUND_ROBIN
233.0,51,car,4445.13,12052.96,15.89,-0.28,217565204#2_0,217565204#2,75,0,477.35,0.22,0,safety,1,3,CH3_5.90GHz_V2I,0.173,-114.39,-26.14,0.07,34.73,0.0,ROUND_ROBIN
233.0,52,car,2098.99,7227.41,15.57,-0.64,229976708#8_0,229976708#8,75,0,329.12,0.53,0,safety,1,4,CH4_5.92GHz_AUTON,0.16,-126.33,-7.13,5.112,0.85,0.0394,ROUND_ROBIN
233.0,53,truck,7153.75,12459.57,13.41,-0.47,173431799#7_1,173431799#7,75,4,116.2,6.52,0,cooperative_awareness,3,5,CH5_28GHz_mmWave,0.16,-95.39,10.89,373.132,0.4,0.9574,ROUND_ROBIN
233.0,54,car,2188.67,11617.4,15.19,2.59,462585138#1_0,462585138#1,75,4,116.51,1.2,0,cooperative_awareness,3,6,CH6_140GHz_6G_THz,0.16,-137.55,-2.78,244.455,0.4,0.1581,ROUND_ROBIN
233.0,55,car,4143.39,7614.58,0.01,-0.02,1509685699_0,1509685699,75,0,394.36,6.08,0,cooperative_awareness,3,1,CH1_5.86GHz_V2V,0.173,-119.14,-25.54,0.04,99.77,0.0,ROUND_ROBIN
233.0,56,car,2383.59,10582.51,15.38,2.58,1251954788#1_1,1251954788#1,75,2,49.01,10.24,0,safety,1,2,CH2_5.88GHz_EMERG,0.173,-126.44,38.3,127.218,0.47,1.0,ROUND_ROBIN
233.0,57,motorcycle,2098.46,8290.13,7.16,-2.52,694563706_0,694563706,75,1,268.12,7.11,0,safety,1,3,CH3_5.90GHz_V2I,0.173,-125.83,-12.53,1.569,1.98,0.0062,ROUND_ROBIN
233.0,58,car,6952.4,12675.12,11.25,0.1,-302944323#0_0,-302944323#0,75,4,208.04,4.36,0,cooperative_awareness,3,4,CH4_5.92GHz_AUTON,0.16,-137.51,-17.93,0.461,9.07,0.0009,ROUND_ROBIN
233.0,59,car,4448.3,12546.51,15.8,0.14,:347261024_4_0,:347261024_4,75,3,217.09,0.02,0,cooperative_awareness,3,5,CH5_28GHz_mmWave,0.16,-137.76,-18.51,2.018,2.37,0.0008,ROUND_ROBIN
233.0,6,bus,3664.68,8603.04,13.57,-0.23,638541491#1_0,638541491#1,75,1,41.45,4.7,0,infotainment,5,6,CH6_140GHz_6G_THz,0.16,-143.35,8.14,1164.43,0.42,0.8957,ROUND_ROBIN
