time,vehicle_id,vehicle_type,latitude,longitude,speed_mps
284.0,veh_041,motorcycle,12.92665,77.638822,10.35
284.0,veh_042,car,12.929317,77.642697,6.981
284.0,veh_043,car,12.921462,77.63153,5.506
284.0,veh_044,car,12.944904,77.684654,3.906
284.0,veh_045,car,12.941984,77.670566,2.538
284.0,veh_047,car,12.945798,77.689779,6.685
284.0,veh_049,bus,12.943423,77.674826,4.75
285.0,veh_000,car,12.944408,77.679511,6.2
285.0,veh_001,car,12.946335,77.692576,4.012
285.0,veh_002,car,12.921375,77.631323,6.501
285.0,veh_003,car,12.923578,77.63447,4.192
285.0,veh_004,car,12.936635,77.655349,7.742
285.0,veh_005,car,12.943559,77.675014,7.526
285.0,veh_006,car,12.931096,77.645198,2.489
285.0,veh_007,car,12.928695,77.641854,1.561
285.0,veh_008,car,12.940823,77.667158,10.631
285.0,veh_009,car,12.939722,77.663816,11.768
285.0,veh_010,bus,12.936151,77.653887,3.586
285.0,veh_011,motorcycle,12.938398,77.660123,5.822
285.0,veh_012,motorcycle,12.925548,77.637181,10.699
285.0,veh_013,car,12.94475,77.682803,7.202
285.0,veh_015,bus,12.946325,77.692183,5.002
285.0,veh_016,car,12.930205,77.643944,6.701
285.0,veh_017,bus,12.928202,77.641164,4.447
285.0,veh_018,car,12.924086,77.635178,6.82
285.0,veh_019,bus,12.929451,77.642788,5.766
285.0,veh_020,car,12.941933,77.670249,5.793
285.0,veh_021,car,12.938453,77.660209,5.852
285.0,veh_022,car,12.920061,77.629578,6.567
285.0,veh_023,truck,12.93832,77.660144,1.874
285.0,veh_025,bus,12.933766,77.649878,7.708
285.0,veh_026,car,12.940202,77.665247,9.695
285.0,veh_027,motorcycle,12.931491,77.645857,7.791
285.0,veh_028,car,12.938771,77.661285,10.168
285.0,veh_029,car,12.946072,77.691119,7.941
285.0,veh_030,bus,12.935716,77.652968,4.274
285.0,veh_031,car,12.939365,77.662868,8.308
285.0,veh_033,car,12.944691,77.682222,6.577
285.0,veh_035,car,12.92974,77.643186,8.123
285.0,veh_036,motorcycle,12.941487,77.669145,12.721
285.0,veh_037,car,12.923002,77.633669,10.0
285.0,veh_038,motorcycle,12.943615,77.675193,11.975
285.0,veh_039,bus,12.939184,77.662548,2.766
285.0,veh_040,car,12.921855,77.632116,2.196
285.0,veh_041,motorcycle,12.926677,77.638977,12.534
285.0,veh_042,car,12.92951,77.642796,7.951
285.0,veh_043,car,12.92148,77.63149,5.902
285.0,veh_044,car,12.944901,77.684688,7.882
285.0,veh_045,car,12.942161,77.670585,9.47
285.0,veh_047,car,12.945768,77.689852,8.788
285.0,veh_049,bus,12.943481,77.674883,3.496
286.0,veh_000,car,12.944452,77.679478,3.431
286.0,veh_001,car,12.946361,77.692596,7.999
286.0,veh_002,car,12.921403,77.63135,9.315
286.0,veh_003,car,12.923679,77.634509,7.085
286.0,veh_004,car,12.936752,77.655489,10.85
286.0,veh_005,car,12.943532,77.675015,6.798
286.0,veh_006,car,12.93108,77.645147,5.273
286.0,veh_007,car,12.928811,77.642004,8.035
286.0,veh_008,car,12.940817,77.667174,7.878
286.0,veh_009,car,12.93964,77.66384,7.291
286.0,veh_010,bus,12.936246,77.653967,3.095
286.0,veh_011,motorcycle,12.938452,77.660165,4.766
286.0,veh_012,motorcycle,12.925663,77.637264,8.981
286.0,veh_013,car,12.944678,77.682843,5.671
286.0,veh_015,bus,12.946285,77.692236,5.912
286.0,veh_016,car,12.930269,77.644025,5.15
286.0,veh_017,bus,12.928207,77.641127,5.256
286.0,veh_018,car,12.924186,77.635177,8.209
286.0,veh_019,bus,12.929557,77.642843,4.266
286.0,veh_020,car,12.941937,77.670348,7.299
286.0,veh_021,car,12.938516,77.660396,13.265
286.0,veh_022,car,12.920195,77.629711,10.285
286.0,veh_023,truck,12.938363,77.660157,5.216
286.0,veh_025,bus,12.933825,77.6499,4.457
286.0,veh_026,car,12.940176,77.665358,3.544
286.0,veh_027,motorcycle,12.931508,77.646043,7.699
286.0,veh_028,car,12.938712,77.661336,4.642
286.0,veh_029,car,12.94613,77.691112,7.718
286.0,veh_030,bus,12.935586,77.652954,1.556
286.0,veh_031,car,12.939345,77.66286,6.586
286.0,veh_033,car,12.944741,77.682372,8.918
286.0,veh_035,car,12.929703,77.643265,3.972
286.0,veh_036,motorcycle,12.94152,77.669172,6.51
286.0,veh_037,car,12.923013,77.633774,6.824
286.0,veh_038,motorcycle,12.943581,77.675217,6.565
286.0,veh_039,bus,12.939194,77.662526,2.971
286.0,veh_040,car,12.921894,77.632091,6.301
286.0,veh_041,motorcycle,12.926806,77.639031,6.35
286.0,veh_042,car,12.929489,77.642873,7.953
286.0,veh_043,car,12.921505,77.631557,6.992
286.0,veh_044,car,12.945001,77.684835,5.616
286.0,veh_045,car,12.941987,77.670688,6.568
286.0,veh_047,car,12.945819,77.689952,6.775
286.0,veh_049,bus,12.943433,77.674852,5.172
287.0,veh_000,car,12.944437,77.679588,5.22
287.0,veh_001,car,12.946383,77.692801,8.813
287.0,veh_002,car,12.921415,77.631446,10.265
287.0,veh_003,car,12.923682,77.634566,9.131
287.0,veh_004,car,12.936646,77.655457,5.803
287.0,veh_005,car,12.943523,77.675202,11.662
287.0,veh_006,car,12.931193,77.645267,6.994
287.0,veh_007,car,12.928869,77.641855,5.037
287.0,veh_008,car,12.940829,77.667221,4.836
287.0,veh_009,car,12.93972,77.663926,9.151
287.0,veh_010,bus,12.936205,77.653875,5.646
287.0,veh_011,motorcycle,12.938388,77.660131,9.128
287.0,veh_012,motorcycle,12.925538,77.637317,2.07
287.0,veh_013,car,12.944731,77.682826,4.052
287.0,veh_015,bus,12.946325,77.692405,5.817
287.0,veh_016,car,12.930148,77.644034,7.57
287.0,veh_017,bus,12.928176,77.641066,6.561
287.0,veh_018,car,12.92417,77.635245,2.937
287.0,veh_019,bus,12.929524,77.642921,3.24
287.0,veh_020,car,12.941946,77.670446,9.753
287.0,veh_021,car,12.938541,77.660504,9.028
287.0,veh_022,car,12.92023,77.629688,6.27
287.0,veh_023,truck,12.938395,77.660164,4.259
287.0,veh_025,bus,12.933897,77.649967,5.906
287.0,veh_026,car,12.940245,77.665337,0.991
287.0,veh_027,motorcycle,12.931597,77.645944,4.922
287.0,veh_028,car,12.938657,77.661419,4.817
287.0,veh_029,car,12.946172,77.691139,6.355
287.0,veh_030,bus,12.935594,77.652954,4.362
287.0,veh_031,car,12.939387,77.663044,6.744
287.0,veh_033,car,12.944703,77.682359,6.801
287.0,veh_035,car,12.929812,77.643249,4.138
287.0,veh_036,motorcycle,12.941468,77.669273,11.149
287.0,veh_037,car,12.923113,77.633738,8.007
287.0,veh_038,motorcycle,12.94355,77.675301,10.928
287.0,veh_039,bus,12.939299,77.662573,5.126
287.0,veh_040,car,12.921974,77.632202,8.634
287.0,veh_041,motorcycle,12.926874,77.639205,9.558
287.0,veh_042,car,12.929562,77.642927,8.55
287.0,veh_043,car,12.921602,77.631632,4.722
287.0,veh_044,car,12.944958,77.684858,6.284
287.0,veh_045,car,12.942044,77.670626,6.303
287.0,veh_047,car,12.945857,77.689906,4.123
287.0,veh_049,bus,12.943495,77.674937,2.642
288.0,veh_000,car,12.944466,77.679669,9.357
288.0,veh_001,car,12.946408,77.692791,6.018
288.0,veh_002,car,12.92145,77.631505,2.179
288.0,veh_003,car,12.923715,77.634619,6.054
288.0,veh_004,car,12.936711,77.655579,5.323
288.0,veh_005,car,12.943561,77.675277,5.004
288.0,veh_006,car,12.931158,77.64528,6.772
288.0,veh_007,car,12.928871,77.641979,9.612
288.0,veh_008,car,12.940854,77.667322,4.609
288.0,veh_009,car,12.93979,77.663948,8.363
288.0,veh_010,bus,12.936096,77.65396,3.316
288.0,veh_011,motorcycle,12.938456,77.660215,9.195
288.0,veh_012,motorcycle,12.925644,77.63736,8.439
288.0,veh_013,car,12.944734,77.682918,6.826
288.0,veh_015,bus,12.946373,77.692404,7.542
288.0,veh_016,car,12.930299,77.644053,1.472
288.0,veh_017,bus,12.92825,77.641229,4.347
288.0,veh_018,car,12.92418,77.635317,2.226
288.0,veh_019,bus,12.929444,77.642919,3.914
288.0,veh_020,car,12.941916,77.670526,6.758
288.0,veh_021,car,12.938467,77.660551,5.086
288.0,veh_022,car,12.920157,77.629802,5.196
288.0,veh_023,truck,12.938457,77.66029,3.264
288.0,veh_025,bus,12.933928,77.649983,4.16
288.0,veh_026,car,12.940141,77.665334,5.842
288.0,veh_027,motorcycle,12.931623,77.645953,5.17
288.0,veh_028,car,12.93886,77.6613,6.914
288.0,veh_029,car,12.94607,77.691315,7.609
288.0,veh_030,bus,12.935708,77.653135,4.644
288.0,veh_031,car,12.939381,77.662956,5.843
288.0,veh_033,car,12.944691,77.682464,5.236
288.0,veh_035,car,12.929747,77.643344,7.594
288.0,veh_036,motorcycle,12.941585,77.669357,9.013
288.0,veh_037,car,12.923125,77.633768,6.965
288.0,veh_038,motorcycle,12.9436,77.675383,6.6
288.0,veh_039,bus,12.939253,77.662647,3.886
288.0,veh_040,car,12.922024,77.632191,7.625
288.0,veh_041,motorcycle,12.926903,77.639181,4.989
288.0,veh_042,car,12.929561,77.642967,6.767
288.0,veh_043,car,12.921543,77.631618,1.539
288.0,veh_044,car,12.944826,77.684882,7.166
288.0,veh_045,car,12.942111,77.670915,7.897
288.0,veh_047,car,12.945817,77.689974,4.302
288.0,veh_049,bus,12.943559,77.674897,3.952
289.0,veh_000,car,12.944442,77.679695,4.955
289.0,veh_001,car,12.946429,77.692831,8.25
289.0,veh_002,car,12.921513,77.631539,8.006
289.0,veh_003,car,12.92374,77.634748,15.554
289.0,veh_004,car,12.936898,77.655574,5.897
289.0,veh_005,car,12.943577,77.675289,9.811
289.0,veh_006,car,12.931283,77.645434,8.545
289.0,veh_007,car,12.928864,77.641988,5.279
289.0,veh_008,car,12.94083,77.667335,7.27
289.0,veh_009,car,12.939767,77.664067,6.227
289.0,veh_010,bus,12.936259,77.654043,4.44
289.0,veh_011,motorcycle,12.938429,77.660319,3.738
289.0,veh_012,motorcycle,12.925684,77.63751,8.509
289.0,veh_013,car,12.94468,77.682947,6.555
289.0,veh_015,bus,12.94634,77.692382,5.049
289.0,veh_016,car,12.930257,77.644064,4.833
289.0,veh_017,bus,12.92832,77.641197,4.868
289.0,veh_018,car,12.924386,77.635329,8.109
289.0,veh_019,bus,12.92949,77.642912,4.75
289.0,veh_020,car,12.941991,77.670537,9.077
289.0,veh_021,car,12.938468,77.660518,5.232
289.0,veh_022,car,12.920332,77.629774,1.091
289.0,veh_023,truck,12.938446,77.660229,3.539
289.0,veh_025,bus,12.933913,77.649999,4.409
289.0,veh_026,car,12.940165,77.66547,7.545
289.0,veh_027,motorcycle,12.93171,77.646027,3.167
289.0,veh_028,car,12.938761,77.661501,3.252
289.0,veh_029,car,12.946125,77.691377,5.485
289.0,veh_030,bus,12.93572,77.653049,3.998
289.0,veh_031,car,12.93939,77.663098,5.037
289.0,veh_033,car,12.94469,77.682503,4.862
289.0,veh_035,car,12.929805,77.643344,6.829
289.0,veh_036,motorcycle,12.941556,77.669417,10.202
289.0,veh_037,car,12.923235,77.633894,5.337
289.0,veh_038,motorcycle,12.943672,77.675315,3.161
289.0,veh_039,bus,12.939272,77.66257,2.916
289.0,veh_040,car,12.922059,77.63241,7.458
289.0,veh_041,motorcycle,12.926923,77.63926,8.661
289.0,veh_042,car,12.929594,77.643015,3.5
289.0,veh_043,car,12.921555,77.631649,0.1
289.0,veh_044,car,12.944865,77.685057,3.524
289.0,veh_045,car,12.942036,77.670865,2.536
289.0,veh_047,car,12.945809,77.690015,0.924
289.0,veh_049,bus,12.943511,77.675069,4.898
290.0,veh_000,car,12.944431,77.679764,8.826
290.0,veh_001,car,12.946451,77.692935,9.791
290.0,veh_002,car,12.921525,77.631603,7.347
290.0,veh_003,car,12.923844,77.634864,8.715
290.0,veh_004,car,12.936761,77.655636,4.196
290.0,veh_005,car,12.943576,77.675283,4.805
290.0,veh_006,car,12.931335,77.645376,2.834
290.0,veh_007,car,12.92895,77.642062,5.3
290.0,veh_008,car,12.940905,77.66734,5.859
290.0,veh_009,car,12.939808,77.664075,6.812
290.0,veh_010,bus,12.936229,77.654032,4.517
290.0,veh_011,motorcycle,12.93838,77.660276,3.426
290.0,veh_012,motorcycle,12.925685,77.637491,6.062
290.0,veh_013,car,12.944656,77.683074,5.587
290.0,veh_015,bus,12.946309,77.692428,3.988
290.0,veh_016,car,12.930382,77.644227,8.589
290.0,veh_017,bus,12.928347,77.64116,3.839
290.0,veh_018,car,12.924324,77.635419,8.066
290.0,veh_019,bus,12.929635,77.642946,3.737
290.0,veh_020,car,12.941939,77.670663,8.154
290.0,veh_021,car,12.938506,77.660669,4.325
290.0,veh_022,car,12.920262,77.629751,7.115
290.0,veh_023,truck,12.938368,77.660286,4.045
290.0,veh_025,bus,12.933949,77.650093,4.419
290.0,veh_026,car,12.940184,77.665435,5.507
290.0,veh_027,motorcycle,12.931627,77.646086,10.51
290.0,veh_028,car,12.938846,77.661448,4.628
290.0,veh_029,car,12.946174,77.691365,3.973
290.0,veh_030,bus,12.935644,77.653148,4.582
290.0,veh_031,car,12.939505,77.663136,9.337
290.0,veh_033,car,12.944623,77.682617,7.854
290.0,veh_035,car,12.929823,77.643447,4.825
290.0,veh_036,motorcycle,12.941583,77.669489,3.934
290.0,veh_037,car,12.923158,77.633932,7.696
290.0,veh_038,motorcycle,12.943735,77.675411,7.315
290.0,veh_039,bus,12.939254,77.662609,3.669
290.0,veh_040,car,12.922102,77.632448,6.795
290.0,veh_041,motorcycle,12.926986,77.639199,7.629
290.0,veh_042,car,12.929552,77.642872,0.1
290.0,veh_043,car,12.92161,77.63167,2.986
290.0,veh_044,car,12.944978,77.685076,5.834
290.0,veh_045,car,12.942066,77.670838,5.007
290.0,veh_047,car,12.945846,77.690053,5.278
290.0,veh_049,bus,12.943453,77.675043,3.342
291.0,veh_000,car,12.944451,77.679786,5.189
291.0,veh_001,car,12.946401,77.692907,7.484
291.0,veh_002,car,12.921515,77.631664,8.878
291.0,veh_003,car,12.923767,77.63489,7.947
291.0,veh_004,car,12.936882,77.655684,2.795
291.0,veh_005,car,12.943645,77.67535,6.451
291.0,veh_006,car,12.931294,77.645478,3.502
291.0,veh_007,car,12.928942,77.642208,4.248
291.0,veh_008,car,12.940859,77.667338,5.516
291.0,veh_009,car,12.939688,77.664095,4.298
291.0,veh_010,bus,12.936201,77.654078,2.881
291.0,veh_011,motorcycle,12.938429,77.660443,6.62
291.0,veh_012,motorcycle,12.925714,77.637524,9.422
291.0,veh_013,car,12.944654,77.683149,11.806
291.0,veh_015,bus,12.946448,77.692504,4.159
291.0,veh_016,car,12.930364,77.64422,12.614
291.0,veh_017,bus,12.928457,77.64138,3.982
291.0,veh_018,car,12.924249,77.635492,6.808
291.0,veh_019,bus,12.929513,77.643071,4.99
291.0,veh_020,car,12.942002,77.670647,0.1
291.0,veh_021,car,12.938504,77.660696,5.206
291.0,veh_022,car,12.920249,77.629882,3.55
291.0,veh_023,truck,12.938375,77.660383,3.335
291.0,veh_025,bus,12.933897,77.650095,3.962
291.0,veh_026,car,12.940262,77.66562,9.398
291.0,veh_027,motorcycle,12.931656,77.646127,4.879
291.0,veh_028,car,12.938876,77.661481,6.851
291.0,veh_029,car,12.94606,77.691445,7.118
291.0,veh_030,bus,12.935609,77.652989,2.442
291.0,veh_031,car,12.939564,77.663316,9.862
291.0,veh_033,car,12.944733,77.682571,10.664
291.0,veh_035,car,12.929857,77.643473,7.716
291.0,veh_036,motorcycle,12.941582,77.669476,6.12
291.0,veh_037,car,12.923208,77.634049,4.784
291.0,veh_038,motorcycle,12.94363,77.675556,1.889
291.0,veh_039,bus,12.939317,77.662717,3.617
291.0,veh_040,car,12.922144,77.6324,9.305
291.0,veh_041,motorcycle,12.926986,77.639341,11.61
291.0,veh_042,car,12.929565,77.643042,2.273
291.0,veh_043,car,12.921596,77.631632,7.621
291.0,veh_044,car,12.944932,77.685175,12.699
291.0,veh_045,car,12.942144,77.671012,10.325
291.0,veh_047,car,12.945758,77.690126,6.877
291.0,veh_049,bus,12.943583,77.67503,3.978
292.0,veh_000,car,12.944518,77.679849,2.417
292.0,veh_001,car,12.946521,77.693022,2.29
292.0,veh_002,car,12.921609,77.631665,3.3
292.0,veh_003,car,12.923912,77.634957,9.346
292.0,veh_004,car,12.936778,77.655552,5.964
292.0,veh_005,car,12.943657,77.675481,9.135
292.0,veh_006,car,12.93127,77.645418,7.455
292.0,veh_007,car,12.928947,77.642182,6.105
292.0,veh_008,car,12.941026,77.667516,9.219
292.0,veh_009,car,12.939846,77.664138,7.401
292.0,veh_010,bus,12.936285,77.654072,3.043
292.0,veh_011,motorcycle,12.938539,77.6605,8.162
292.0,veh_012,motorcycle,12.925762,77.637548,5.592
292.0,veh_013,car,12.94475,77.683142,3.035
292.0,veh_015,bus,12.946446,77.692522,3.995
292.0,veh_016,car,12.930501,77.644261,6.301
292.0,veh_017,bus,12.928347,77.641301,4.016
292.0,veh_018,car,12.924391,77.635567,1.901
292.0,veh_019,bus,12.929493,77.643118,4.62
292.0,veh_020,car,12.942081,77.670681,3.479
292.0,veh_021,car,12.938639,77.660798,5.477
292.0,veh_022,car,12.920427,77.629909,5.098
292.0,veh_023,truck,12.938474,77.660374,4.061
292.0,veh_025,bus,12.933986,77.650117,3.695
292.0,veh_026,car,12.940378,77.665687,3.346
292.0,veh_027,motorcycle,12.931571,77.646115,0.565
292.0,veh_028,car,12.938895,77.661658,5.285
292.0,veh_029,car,12.946083,77.691602,9.403
292.0,veh_030,bus,12.935693,77.653083,4.823
292.0,veh_031,car,12.939545,77.663342,9.535
292.0,veh_033,car,12.944642,77.682827,9.058
292.0,veh_035,car,12.929891,77.643509,4.99
292.0,veh_036,motorcycle,12.941714,77.669597,7.692
292.0,veh_037,car,12.923289,77.634,8.5
292.0,veh_038,motorcycle,12.943668,77.675467,6.986
292.0,veh_039,bus,12.939253,77.662744,4.16
292.0,veh_040,car,12.922166,77.632503,2.285
292.0,veh_041,motorcycle,12.927108,77.639414,11.752
292.0,veh_042,car,12.929674,77.643105,4.018
292.0,veh_043,car,12.921652,77.631797,8.798
292.0,veh_044,car,12.944872,77.685142,7.876
292.0,veh_045,car,12.942074,77.671077,6.854
292.0,veh_047,car,12.945876,77.690219,10.172
292.0,veh_049,bus,12.943561,77.675083,4.517
293.0,veh_000,car,12.944444,77.679912,6.799
293.0,veh_001,car,12.946433,77.693049,5.348
293.0,veh_002,car,12.921615,77.631734,4.8
293.0,veh_003,car,12.923945,77.635058,7.263
293.0,veh_004,car,12.93682,77.655753,6.337
293.0,veh_005,car,12.943709,77.675524,3.336
293.0,veh_006,car,12.931313,77.645477,3.737
293.0,veh_007,car,12.929029,77.64226,4.18
293.0,veh_008,car,12.94099,77.667494,9.841
293.0,veh_009,car,12.939783,77.664238,7.887
293.0,veh_010,bus,12.936245,77.654128,4.323
293.0,veh_011,motorcycle,12.938571,77.660476,2.752
293.0,veh_012,motorcycle,12.925881,77.637664,7.923
293.0,veh_013,car,12.944749,77.68318,6.19
293.0,veh_015,bus,12.946374,77.692531,3.51
293.0,veh_016,car,12.930498,77.644301,8.651
293.0,veh_017,bus,12.928379,77.641383,3.246
293.0,veh_018,car,12.924376,77.635445,3.038
293.0,veh_019,bus,12.929622,77.643117,4.311
293.0,veh_020,car,12.942072,77.670687,11.119
293.0,veh_021,car,12.938522,77.660739,0.952
293.0,veh_022,car,12.920342,77.629944,6.073
293.0,veh_023,truck,12.938455,77.660427,3.218
293.0,veh_025,bus,12.934007,77.650153,4.109
293.0,veh_026,car,12.940249,77.665534,7.922
293.0,veh_027,motorcycle,12.931715,77.646268,10.281
293.0,veh_028,car,12.93884,77.661607,4.968
293.0,veh_029,car,12.946204,77.691594,5.605
293.0,veh_030,bus,12.935703,77.653106,4.914
293.0,veh_031,car,12.939522,77.663444,3.792
293.0,veh_033,car,12.944684,77.68272,4.799
293.0,veh_035,car,12.929945,77.643571,7.561
293.0,veh_036,motorcycle,12.941715,77.669695,9.58
293.0,veh_037,car,12.9233,77.634086,3.664
293.0,veh_038,motorcycle,12.943664,77.67559,10.835
293.0,veh_039,bus,12.939342,77.662843,3.741
293.0,veh_040,car,12.922073,77.632431,6.181
293.0,veh_041,motorcycle,12.927168,77.63946,14.619
293.0,veh_042,car,12.929709,77.643103,10.679
293.0,veh_043,car,12.92161,77.631831,5.476
293.0,veh_044,car,12.945031,77.685313,8.559
293.0,veh_045,car,12.942101,77.671131,9.052
293.0,veh_047,car,12.945925,77.690253,8.974
293.0,veh_049,bus,12.943443,77.675147,3.526
294.0,veh_000,car,12.944391,77.679987,2.664
294.0,veh_001,car,12.946505,77.693119,10.43
294.0,veh_002,car,12.921638,77.631822,8.504
294.0,veh_003,car,12.923933,77.635057,2.49
294.0,veh_004,car,12.936772,77.655813,7.441
294.0,veh_005,car,12.943697,77.675522,5.939
294.0,veh_006,car,12.931276,77.645515,8.572
294.0,veh_007,car,12.929013,77.642267,8.008
294.0,veh_008,car,12.940993,77.667608,5.523
294.0,veh_009,car,12.939791,77.664216,1.513
294.0,veh_010,bus,12.936143,77.654201,5.723
294.0,veh_011,motorcycle,12.938495,77.66047,8.149
294.0,veh_012,motorcycle,12.925923,77.637757,13.683
294.0,veh_013,car,12.944803,77.683174,7.107
294.0,veh_015,bus,12.946474,77.692653,4.185
294.0,veh_016,car,12.93058,77.64438,7.359
294.0,veh_017,bus,12.928386,77.641288,4.043
294.0,veh_018,car,12.92434,77.635576,9.01
294.0,veh_019,bus,12.92971,77.64312,4.337
294.0,veh_020,car,12.942099,77.670835,5.474
294.0,veh_021,car,12.938635,77.66071,7.702
294.0,veh_022,car,12.920336,77.630024,4.25
294.0,veh_023,truck,12.938409,77.660439,2.852
294.0,veh_025,bus,12.933977,77.650302,6.272
294.0,veh_026,car,12.940357,77.66566,4.164
294.0,veh_027,motorcycle,12.931743,77.646224,4.027
294.0,veh_028,car,12.938852,77.661715,5.62
294.0,veh_029,car,12.946157,77.691679,2.253
294.0,veh_030,bus,12.935709,77.65318,4.11
294.0,veh_031,car,12.939484,77.663415,4.548
294.0,veh_033,car,12.94477,77.682787,2.0
294.0,veh_035,car,12.929954,77.643638,6.137
294.0,veh_036,motorcycle,12.941673,77.669659,5.452
294.0,veh_037,car,12.923326,77.634035,4.312
294.0,veh_038,motorcycle,12.943757,77.675575,5.51
294.0,veh_039,bus,12.93926,77.662821,5.488
294.0,veh_040,car,12.922214,77.632543,10.004
294.0,veh_041,motorcycle,12.92716,77.639599,8.489
294.0,veh_042,car,12.929603,77.643246,5.793
294.0,veh_043,car,12.921761,77.631777,7.706
294.0,veh_044,car,12.944902,77.685414,9.31
294.0,veh_045,car,12.942247,77.671092,5.579
294.0,veh_047,car,12.9459,77.690351,9.039
294.0,veh_049,bus,12.943541,77.67514,4.796
295.0,veh_000,car,12.944354,77.679985,9.563
295.0,veh_001,car,12.94647,77.693086,0.1
295.0,veh_002,car,12.921674,77.631732,2.547
295.0,veh_003,car,12.923955,77.635099,2.892
295.0,veh_004,car,12.936887,77.655799,5.906
295.0,veh_005,car,12.943607,77.675542,6.653
295.0,veh_006,car,12.931392,77.645545,6.474
295.0,veh_007,car,12.929108,77.642316,4.155
295.0,veh_008,car,12.941005,77.667676,6.377
295.0,veh_009,car,12.939797,77.664378,8.56
295.0,veh_010,bus,12.936233,77.654137,4.981
295.0,veh_011,motorcycle,12.938499,77.66054,9.637
295.0,veh_012,motorcycle,12.925934,77.637733,11.989
295.0,veh_013,car,12.944772,77.683275,6.186
295.0,veh_015,bus,12.946329,77.692631,3.429
295.0,veh_016,car,12.930593,77.64443,7.346
295.0,veh_017,bus,12.928428,77.641408,3.016
295.0,veh_018,car,12.924485,77.635612,7.689
295.0,veh_019,bus,12.929601,77.64313,4.083
295.0,veh_020,car,12.942116,77.671047,8.016
295.0,veh_021,car,12.938695,77.660939,11.777
295.0,veh_022,car,12.920383,77.630053,7.128
295.0,veh_023,truck,12.938464,77.660388,4.449
295.0,veh_025,bus,12.933994,77.650202,4.876
295.0,veh_026,car,12.940344,77.665718,7.036
295.0,veh_027,motorcycle,12.931789,77.646341,10.071
295.0,veh_028,car,12.938867,77.661727,6.536
295.0,veh_029,car,12.946137,77.691685,8.996
295.0,veh_030,bus,12.935731,77.653285,3.415
295.0,veh_031,car,12.939563,77.663517,12.088
295.0,veh_033,car,12.94475,77.682886,7.02
295.0,veh_035,car,12.930142,77.643637,8.796
295.0,veh_036,motorcycle,12.941726,77.669864,15.144
295.0,veh_037,car,12.923355,77.634126,3.906
295.0,veh_038,motorcycle,12.943653,77.675662,6.181
295.0,veh_039,bus,12.939272,77.662911,1.859
295.0,veh_040,car,12.922288,77.632634,9.51
295.0,veh_041,motorcycle,12.92724,77.63964,7.02
295.0,veh_042,car,12.929776,77.643305,5.227
295.0,veh_043,car,12.921728,77.631914,9.089
295.0,veh_044,car,12.945,77.685456,10.451
295.0,veh_045,car,12.942274,77.671136,5.741
295.0,veh_047,car,12.945966,77.690427,9.483
295.0,veh_049,bus,12.943693,77.675192,3.134
296.0,veh_000,car,12.944505,77.680043,6.03
296.0,veh_001,car,12.946499,77.69312,6.287
296.0,veh_002,car,12.921652,77.631789,6.478
296.0,veh_003,car,12.924035,77.635077,8.025
296.0,veh_004,car,12.936886,77.655851,4.067
296.0,veh_005,car,12.94372,77.675625,6.28
296.0,veh_006,car,12.931378,77.645588,4.05
296.0,veh_007,car,12.929061,77.642255,6.335
296.0,veh_008,car,12.941118,77.667693,4.788
296.0,veh_009,car,12.939872,77.664412,8.995
296.0,veh_010,bus,12.93632,77.654243,4.4
296.0,veh_011,motorcycle,12.9386,77.660783,10.946
296.0,veh_012,motorcycle,12.925959,77.637903,6.196
296.0,veh_013,car,12.944732,77.683406,4.278
296.0,veh_015,bus,12.9464,77.692668,3.964
296.0,veh_016,car,12.930616,77.644518,5.771
296.0,veh_017,bus,12.928481,77.641376,4.715
296.0,veh_018,car,12.92441,77.635578,4.261
296.0,veh_019,bus,12.929729,77.643151,2.913
296.0,veh_020,car,12.942062,77.670939,5.988
296.0,veh_021,car,12.938646,77.660905,8.213
296.0,veh_022,car,12.920357,77.630137,5.948
296.0,veh_023,truck,12.938462,77.660477,4.433
296.0,veh_025,bus,12.934028,77.650316,4.073
296.0,veh_026,car,12.940395,77.665806,6.47
296.0,veh_027,motorcycle,12.931884,77.646504,9.272
296.0,veh_028,car,12.938955,77.661735,2.332
296.0,veh_029,car,12.946249,77.691755,6.737
296.0,veh_030,bus,12.935786,77.653226,3.689
296.0,veh_031,car,12.939555,77.663543,4.778
296.0,veh_033,car,12.944695,77.682901,3.261
296.0,veh_035,car,12.930032,77.643663,5.056
296.0,veh_036,motorcycle,12.941756,77.669851,8.8
296.0,veh_037,car,12.923294,77.634296,4.966
296.0,veh_038,motorcycle,12.943842,77.675872,5.47
296.0,veh_039,bus,12.939314,77.662877,1.888
296.0,veh_040,car,12.922299,77.632768,10.443
296.0,veh_041,motorcycle,12.927375,77.639724,12.037
296.0,veh_042,car,12.929668,77.643232,6.458
296.0,veh_043,car,12.92174,77.632059,8.055
296.0,veh_044,car,12.944881,77.685497,2.29
296.0,veh_045,car,12.942322,77.671208,6.224
296.0,veh_047,car,12.94595,77.690583,8.472
296.0,veh_049,bus,12.943546,77.675181,4.012
297.0,veh_000,car,12.94448,77.680099,5.507
297.0,veh_001,car,12.946439,77.693203,5.294
297.0,veh_002,car,12.921655,77.63192,7.919
297.0,veh_003,car,12.92409,77.635217,7.542
297.0,veh_004,car,12.936782,77.65584,4.704
297.0,veh_005,car,12.943795,77.675699,7.707
297.0,veh_006,car,12.93133,77.645602,6.991
